date,state,positive,negative,hospitalized_currently,hospitalized_cumulative,in_icu_currently,in_icu_cumulative,on_ventilator_currently,on_ventilator_cumulative,recovered,data_quality_grade,death,total_test_results
2020-07-24,VI,336.0,7500.0,,,,,,,182.0,C,7.0,7836
2020-07-24,VT,1385.0,86307.0,12.0,,,,,,1177.0,B,56.0,87692
2020-07-24,WA,50009.0,820754.0,386.0,5276.0,,,47.0,,,B,1482.0,870763
2020-07-24,WI,50727.0,795280.0,312.0,4327.0,60.0,861.0,,,36333.0,A+,885.0,846007
2020-07-24,WI,50727.0,795280.0,312.0,4327.0,60.0,861.0,,,36333.0,A+,885.0,846007
2020-07-24,WV,5695.0,247478.0,76.0,,37.0,,15.0,,4013.0,B,103.0,253173
2020-07-24,WY,2405.0,45823.0,14.0,155.0,,,,,1857.0,B,25.0,48228
2020-07-23,AK,2684.0,186825.0,36.0,,,,1.0,,787.0,A,19.0,189509
2020-07-23,AL,74212.0,545315.0,1547.0,8995.0,,1043.0,,553.0,32510.0,B,1397.0,619527
2020-07-23,AR,36259.0,410221.0,480.0,2361.0,,,107.0,329.0,28864.0,A+,386.0,446480
2020-07-23,AS,0.0,1037.0,,,,,,,,C,0.0,1037
2020-07-23,AZ,152944.0,669769.0,2966.0,7236.0,851.0,,617.0,,19737.0,A+,3063.0,822713
2020-07-23,CA,425616.0,6352688.0,8820.0,,2284.0,,,,,B,8027.0,6778304
2020-07-23,CO,41698.0,423713.0,351.0,6133.0,,,,,5095.0,A,1643.0,465411
2020-07-23,CT,48232.0,639656.0,72.0,10712.0,,,,,8516.0,B,4410.0,687888
2020-07-23,DC,11571.0,150450.0,91.0,,22.0,,9.0,,2020.0,A+,581.0,162021
2020-07-23,DE,13924.0,148427.0,56.0,,7.0,,,,7893.0,A+,529.0,162351
2020-07-23,FL,389868.0,2821074.0,9422.0,22991.0,,,,,,A,5632.0,3210942
2020-07-23,GA,156588.0,1180350.0,3157.0,16353.0,,3034.0,,,,A,3360.0,1336938
2020-07-23,GU,332.0,19132.0,0.0,,,,,,244.0,B,5.0,19464
2020-07-23,HI,1435.0,107378.0,39.0,154.0,,,,,1113.0,D,25.0,108813
2020-07-23,HI,1435.0,107378.0,39.0,154.0,,,,,1113.0,D,25.0,108813
2020-07-23,IA,40634.0,395652.0,232.0,,73.0,,32.0,,28924.0,A+,818.0,436286
2020-07-23,ID,16322.0,140504.0,188.0,674.0,46.0,201.0,,,4746.0,A,135.0,156826
2020-07-23,IL,168100.0,2221268.0,1473.0,,309.0,,135.0,,,A,7560.0,2389368
2020-07-23,IN,59602.0,606681.0,869.0,8066.0,327.0,1708.0,85.0,,42603.0,A+,2880.0,666283
2020-07-23,KS,24104.0,244582.0,,1545.0,112.0,450.0,28.0,164.0,1050.0,A+,308.0,268686
2020-07-23,KY,25147.0,499648.0,581.0,2921.0,135.0,1040.0,,,7046.0,B,684.0,524795
2020-07-23,LA,101650.0,1073218.0,1585.0,,,,197.0,,61456.0,A,3686.0,1174868
2020-07-23,MA,114320.0,955742.0,532.0,11761.0,63.0,,37.0,,96452.0,A+,8468.0,1070062
2020-07-23,MD,80836.0,708205.0,528.0,12037.0,133.0,,,,5434.0,A,3409.0,789041
2020-07-23,ME,3737.0,143938.0,12.0,378.0,8.0,,3.0,,3239.0,A+,118.0,147675
2020-07-23,MI,84431.0,1502293.0,680.0,,210.0,,120.0,,55162.0,A+,6395.0,1586724
2020-07-23,MI,84431.0,1502293.0,680.0,,210.0,,120.0,,55162.0,A+,6395.0,1586724
2020-07-23,MN,48721.0,856594.0,282.0,4818.0,107.0,1431.0,,,42524.0,A,1601.0,905315
2020-07-23,MO,37700.0,565584.0,875.0,,,,86.0,,,B,1179.0,603284
2020-07-23,MP,38.0,11300.0,,4.0,,,,,29.0,D,2.0,11338
2020-07-23,MS,48053.0,355959.0,1207.0,3878.0,293.0,,140.0,,30315.0,A+,1436.0,404012
2020-07-23,MT,2910.0,143308.0,54.0,183.0,,,,,1587.0,C,43.0,146218
2020-07-23,NC,106893.0,1416782.0,1188.0,,360.0,,,,78707.0,A+,1726.0,1523675
2020-07-23,ND,5493.0,135323.0,57.0,322.0,,,,,4475.0,C,88.0,140816
2020-07-23,NE,23486.0,222087.0,125.0,1522.0,,,,,17499.0,A,311.0,245573
2020-07-23,NH,6295.0,140584.0,24.0,680.0,,198.0,,,5341.0,B,402.0,146879
2020-07-23,NJ,177887.0,1681751.0,869.0,21184.0,152.0,,73.0,,31925.0,A+,15730.0,1859638
2020-07-23,NM,17828.0,471506.0,178.0,2470.0,,,,,6974.0,B,591.0,489334
2020-07-23,NV,39919.0,374217.0,1136.0,,306.0,,156.0,,975.0,A+,709.0,414136
2020-07-23,NY,409697.0,4958641.0,706.0,89995.0,160.0,,93.0,,72466.0,A,25081.0,5368338
2020-07-23,OH,80186.0,1164840.0,1105.0,9968.0,365.0,2403.0,178.0,,55702.0,B,3256.0,1245026
2020-07-23,OK,27969.0,485206.0,607.0,2596.0,255.0,,,,22441.0,A+,477.0,513175
2020-07-23,OR,15713.0,342778.0,225.0,1465.0,52.0,,28.0,,3509.0,A+,273.0,358491
2020-07-23,PA,104358.0,981259.0,736.0,,,,96.0,,78268.0,A+,7079.0,1085617
2020-07-23,PA,104358.0,981259.0,736.0,,,,96.0,,78268.0,A+,7079.0,1085617
2020-07-23,PR,13473.0,192686.0,442.0,,56.0,,40.0,,,B,188.0,206159
2020-07-23,RI,18148.0,171191.0,67.0,2137.0,7.0,,4.0,,1759.0,A+,1001.0,189339
2020-07-23,SC,76606.0,541868.0,1723.0,4498.0,,,,,27062.0,A,1334.0,618474
2020-07-23,SD,8143.0,94393.0,50.0,792.0,,,,,7214.0,B,121.0,102536
2020-07-23,TN,86987.0,1208998.0,1465.0,4016.0,,,,,51661.0,A,925.0,1295985
2020-07-23,TX,361125.0,2803531.0,10893.0,,3329.0,,,,203826.0,A,4521.0,3164656
2020-07-23,UT,36099.0,449323.0,249.0,2150.0,98.0,568.0,,234.0,23093.0,A+,267.0,485422
2020-07-23,VA,81237.0,890963.0,1218.0,11697.0,257.0,,136.0,,10479.0,A+,2054.0,972200
2020-07-23,VI,336.0,7500.0,,,,,,,182.0,C,7.0,7836
2020-07-23,VT,1377.0,85205.0,12.0,,,,,,1156.0,B,56.0,86582
2020-07-23,WA,49247.0,805905.0,385.0,5211.0,,,55.0,,,B,1468.0,855152
2020-07-23,WI,49669.0,778842.0,187.0,4273.0,51.0,857.0,,,35502.0,A+,885.0,828511
2020-07-23,WI,49669.0,778842.0,187.0,4273.0,51.0,857.0,,,35502.0,A+,885.0,828511
2020-07-23,WV,5550.0,245522.0,88.0,,38.0,,16.0,,3913.0,B,103.0,251072
2020-07-23,WY,2346.0,45823.0,15.0,153.0,,,,,1794.0,B,25.0,48169
2020-07-22,AK,2619.0,182714.0,34.0,,,,1.0,,753.0,A,19.0,185333
2020-07-22,AL,71813.0,537675.0,1547.0,8538.0,,1018.0,,540.0,29736.0,B,1364.0,609488
2020-07-22,AR,35246.0,404980.0,474.0,2317.0,,,107.0,323.0,27990.0,A+,380.0,440226
2020-07-22,AS,0.0,1037.0,,,,,,,,C,0.0,1037
2020-07-22,AZ,150609.0,663372.0,3094.0,7047.0,870.0,,609.0,,19293.0,A+,2974.0,813981
2020-07-22,CA,413576.0,6250843.0,8820.0,,2284.0,,,,,B,7870.0,6664419
2020-07-22,CO,41059.0,416343.0,373.0,6110.0,,,,,5064.0,A,1643.0,457402
2020-07-22,CT,48223.0,626183.0,63.0,10654.0,,,,,8466.0,B,4406.0,674406
2020-07-22,DC,11529.0,148043.0,81.0,,18.0,,11.0,,1974.0,A+,580.0,159572
2020-07-22,DE,13792.0,145641.0,61.0,,7.0,,,,7859.0,A+,527.0,159433
2020-07-22,FL,379619.0,2775092.0,9475.0,22588.0,,,,,,A,5459.0,3154711
2020-07-22,GA,152302.0,1164542.0,3179.0,15922.0,,2967.0,,,,A,3335.0,1316844
2020-07-22,GU,330.0,18752.0,3.0,,,,,,242.0,B,5.0,19082
2020-07-22,HI,1418.0,106764.0,47.0,151.0,,,,,1084.0,D,24.0,108182
2020-07-22,HI,1418.0,106764.0,47.0,151.0,,,,,1084.0,D,24.0,108182
2020-07-22,IA,39793.0,386643.0,224.0,,71.0,,31.0,,28607.0,A+,808.0,426436
2020-07-22,ID,15822.0,138149.0,188.0,656.0,46.0,197.0,,,4504.0,A,126.0,153971
2020-07-22,IL,166476.0,2183186.0,1456.0,,337.0,,132.0,,,A,7540.0,2349662
2020-07-22,IN,58673.0,595740.0,869.0,8020.0,327.0,1703.0,85.0,,41322.0,A+,2863.0,654413
2020-07-22,KS,24104.0,244582.0,,1545.0,112.0,450.0,28.0,164.0,1050.0,A+,308.0,268686
2020-07-22,KY,24540.0,494535.0,603.0,2914.0,145.0,1039.0,,,7000.0,B,677.0,519075
2020-07-22,LA,99354.0,1053547.0,1581.0,,,,188.0,,61456.0,A,3670.0,1152901
2020-07-22,MA,114320.0,955742.0,532.0,11761.0,63.0,,37.0,,96452.0,A+,8468.0,1070062
2020-07-22,MD,80172.0,702661.0,505.0,11997.0,137.0,,,,5434.0,A,3405.0,782833
2020-07-22,ME,3723.0,141295.0,10.0,377.0,8.0,,4.0,,3216.0,A+,118.0,145018
2020-07-22,MI,83730.0,1475883.0,680.0,,210.0,,120.0,,55162.0,A+,6388.0,1559613
2020-07-22,MI,83730.0,1475883.0,680.0,,210.0,,120.0,,55162.0,A+,6388.0,1559613
2020-07-22,MN,47961.0,840590.0,273.0,4771.0,119.0,1423.0,,,42234.0,A,1592.0,888551
2020-07-22,MO,36063.0,553397.0,875.0,,,,86.0,,,B,1159.0,589460
2020-07-22,MP,38.0,12707.0,,4.0,,,,,29.0,D,2.0,12745
2020-07-22,MS,47071.0,355959.0,1165.0,3844.0,293.0,,138.0,,30315.0,A+,1423.0,403030
2020-07-22,MT,2813.0,140705.0,52.0,179.0,,,,,1543.0,C,42.0,143518
2020-07-22,NC,105001.0,1386819.0,1137.0,,338.0,,,,78707.0,A+,1698.0,1491820
2020-07-22,ND,5367.0,133899.0,52.0,317.0,,,,,4407.0,C,88.0,139266
2020-07-22,NE,23190.0,219431.0,118.0,1508.0,,,,,17389.0,A,310.0,242621
2020-07-22,NH,6262.0,139276.0,23.0,677.0,,196.0,,,5316.0,B,400.0,145538
2020-07-22,NJ,177645.0,1663284.0,873.0,21184.0,151.0,,77.0,,31850.0,A+,15707.0,1840929
2020-07-22,NM,17517.0,464014.0,154.0,2433.0,,,,,6870.0,B,588.0,481531
2020-07-22,NV,38657.0,365651.0,1102.0,,299.0,,154.0,,917.0,A+,704.0,404308
2020-07-22,NY,408886.0,4889754.0,714.0,89995.0,179.0,,96.0,,72386.0,A,25068.0,5298640
2020-07-22,OH,78742.0,1142853.0,1098.0,9864.0,347.0,2386.0,169.0,,54426.0,B,3235.0,1221595
2020-07-22,OK,27301.0,478297.0,630.0,2540.0,257.0,,,,21596.0,A+,474.0,505598
2020-07-22,OR,15393.0,337401.0,231.0,1433.0,61.0,,30.0,,3381.0,A+,269.0,352794
2020-07-22,PA,103396.0,968081.0,735.0,,,,100.0,,77547.0,A+,7063.0,1071477
2020-07-22,PA,103396.0,968081.0,735.0,,,,100.0,,77547.0,A+,7063.0,1071477
2020-07-22,PR,13038.0,192686.0,415.0,,49.0,,31.0,,,B,185.0,205724
2020-07-22,RI,18062.0,168794.0,67.0,2127.0,5.0,,3.0,,1749.0,A+,997.0,186856
2020-07-22,SC,75042.0,534118.0,1607.0,4498.0,,,,,27062.0,A,1285.0,609160
2020-07-22,SD,8077.0,92981.0,56.0,790.0,,,,,7159.0,B,119.0,101058
2020-07-22,TN,84417.0,1179411.0,1451.0,3907.0,,,,,49748.0,A,888.0,1263828
2020-07-22,TX,351618.0,2752530.0,10893.0,,3281.0,,,,195315.0,A,4348.0,3104148
2020-07-22,UT,35578.0,445824.0,234.0,2135.0,94.0,563.0,,231.0,22532.0,A+,260.0,481402
2020-07-22,VA,80393.0,873794.0,1157.0,11488.0,253.0,,136.0,,10331.0,A+,2051.0,954187
2020-07-22,VI,320.0,7146.0,,,,,,,172.0,C,7.0,7466
2020-07-22,VT,1366.0,84376.0,14.0,,,,,,1152.0,B,56.0,85742
2020-07-22,WA,48575.0,792609.0,392.0,5161.0,,,51.0,,,B,1465.0,841184
2020-07-22,WI,48583.0,764630.0,167.0,4225.0,63.0,848.0,,,34682.0,A+,872.0,813213
2020-07-22,WI,48583.0,764630.0,167.0,4225.0,63.0,848.0,,,34682.0,A+,872.0,813213
2020-07-22,WV,5206.0,237181.0,78.0,,33.0,,16.0,,3625.0,B,101.0,242387
2020-07-22,WY,2288.0,41927.0,13.0,152.0,,,,,1745.0,B,25.0,44215
2020-07-21,AK,2525.0,176101.0,32.0,,,,1.0,,737.0,A,18.0,178626
2020-07-21,AL,70358.0,530023.0,1547.0,8538.0,,1009.0,,535.0,29736.0,B,1303.0,600381
2020-07-21,AR,34655.0,404980.0,488.0,2257.0,,,111.0,316.0,27283.0,A+,374.0,439635
2020-07-21,AS,0.0,1037.0,,,,,,,,C,0.0,1037
2020-07-21,AZ,148683.0,658983.0,3041.0,6894.0,865.0,,608.0,,18863.0,A+,2918.0,807666
2020-07-21,CA,400769.0,6136163.0,8681.0,,2226.0,,,,,B,7755.0,6536932
2020-07-21,CO,40566.0,410733.0,386.0,6057.0,,,,,5019.0,A,1615.0,451299
2020-07-21,CT,48096.0,614741.0,62.0,10654.0,,,,,8466.0,B,4406.0,662837
2020-07-21,DC,11427.0,144284.0,83.0,,19.0,,13.0,,1932.0,A+,580.0,155711
2020-07-21,DE,13746.0,144601.0,58.0,,11.0,,,,7362.0,A+,525.0,158347
2020-07-21,FL,369834.0,2729916.0,9520.0,22123.0,,,,,,A,5319.0,3099750
2020-07-21,GA,148988.0,1146303.0,3155.0,15494.0,,2904.0,,,,A,3254.0,1295291
2020-07-21,GU,327.0,18430.0,3.0,,,,,,235.0,B,5.0,18757
2020-07-21,HI,1393.0,105390.0,46.0,150.0,,,,,1057.0,D,24.0,106783
2020-07-21,HI,1393.0,105390.0,46.0,150.0,,,,,1057.0,D,24.0,106783
2020-07-21,IA,39474.0,382959.0,223.0,,74.0,,32.0,,28388.0,A+,802.0,422433
2020-07-21,ID,15266.0,135805.0,188.0,621.0,46.0,186.0,,,4335.0,A,122.0,151071
2020-07-21,IL,164878.0,2145151.0,1466.0,,320.0,,142.0,,,A,7517.0,2310029
2020-07-21,IN,57916.0,586889.0,803.0,7941.0,267.0,1691.0,82.0,,41322.0,A+,2846.0,644805
2020-07-21,KS,23334.0,238197.0,,1497.0,111.0,439.0,21.0,162.0,1016.0,A,307.0,261531
2020-07-21,KY,24060.0,484633.0,532.0,2900.0,136.0,1036.0,,,6927.0,B,674.0,508693
2020-07-21,LA,96583.0,1026379.0,1527.0,,,,186.0,,53288.0,B,3608.0,1122962
2020-07-21,MA,114033.0,945148.0,513.0,11746.0,63.0,,33.0,,95390.0,A+,8450.0,1059181
2020-07-21,MD,79545.0,684822.0,484.0,11949.0,131.0,,,,5380.0,A,3402.0,764367
2020-07-21,ME,3723.0,138520.0,12.0,377.0,8.0,,4.0,,3191.0,A+,118.0,142243
2020-07-21,MI,83059.0,1446316.0,680.0,,210.0,,130.0,,55162.0,A+,6382.0,1529375
2020-07-21,MI,83059.0,1446316.0,680.0,,210.0,,130.0,,55162.0,A+,6382.0,1529375
2020-07-21,MN,47457.0,829402.0,266.0,4723.0,112.0,1412.0,,,41511.0,A,1588.0,876859
2020-07-21,MO,34762.0,545558.0,875.0,,,,86.0,,,B,1143.0,580320
2020-07-21,MP,38.0,11055.0,,4.0,,,,,29.0,D,2.0,11093
2020-07-21,MS,45524.0,349674.0,1154.0,3797.0,293.0,,140.0,,30315.0,A,1389.0,395198
2020-07-21,MT,2712.0,138290.0,49.0,174.0,,,,,1493.0,C,40.0,141002
2020-07-21,NC,102861.0,1356136.0,1179.0,,,,,,78707.0,A,1668.0,1458997
2020-07-21,ND,5207.0,132086.0,46.0,309.0,,,,,4319.0,D,84.0,137293
2020-07-21,NE,22847.0,215594.0,115.0,1502.0,,,,,17237.0,B,306.0,238441
2020-07-21,NH,6249.0,138573.0,20.0,673.0,,193.0,,,5286.0,B,398.0,144822
2020-07-21,NJ,177256.0,1640699.0,833.0,21099.0,169.0,,79.0,,31781.0,A+,15737.0,1817955
2020-07-21,NM,17215.0,459282.0,154.0,2399.0,,,,,6814.0,B,578.0,476497
2020-07-21,NV,37528.0,361294.0,1095.0,,301.0,,143.0,,874.0,A+,676.0,398822
2020-07-21,NY,408181.0,4822800.0,724.0,89995.0,163.0,,91.0,,72302.0,A,25058.0,5230981
2020-07-21,OH,77215.0,1122808.0,1097.0,9736.0,342.0,2367.0,168.0,,53077.0,B,3219.0,1200023
2020-07-21,OK,26326.0,472057.0,613.0,2403.0,248.0,,,,20663.0,A+,461.0,498383
2020-07-21,OR,15139.0,330124.0,237.0,1406.0,64.0,,34.0,,3381.0,A+,269.0,345263
2020-07-21,PA,102765.0,952998.0,736.0,,,,98.0,,77073.0,A+,7038.0,1055763
2020-07-21,PA,102765.0,952998.0,736.0,,,,98.0,,77073.0,A+,7038.0,1055763
2020-07-21,PR,12940.0,192686.0,375.0,,40.0,,24.0,,,B,180.0,205626
2020-07-21,RI,17986.0,166978.0,64.0,2116.0,4.0,,2.0,,1741.0,A+,996.0,184964
2020-07-21,SC,73337.0,525356.0,1593.0,4498.0,,,,,27062.0,A,1221.0,598693
2020-07-21,SD,8019.0,91826.0,62.0,776.0,,,,,7081.0,B,118.0,99845
2020-07-21,TN,81944.0,1156289.0,1461.0,3798.0,,,,,47852.0,A,871.0,1238233
2020-07-21,TX,341739.0,2701835.0,10848.0,,,,,,186529.0,B,4151.0,3043574
2020-07-21,UT,35012.0,440431.0,219.0,2109.0,96.0,554.0,,229.0,22032.0,A+,251.0,475443
2020-07-21,VA,79371.0,860721.0,1189.0,11424.0,258.0,,127.0,,10235.0,A+,2048.0,940092
2020-07-21,VI,308.0,6853.0,,,,,,,158.0,C,6.0,7161
2020-07-21,VT,1366.0,83581.0,19.0,,,,,,1148.0,B,56.0,84947
2020-07-21,WA,47743.0,778611.0,365.0,5102.0,,,43.0,,,B,1453.0,826354
2020-07-21,WI,47836.0,750562.0,354.0,4194.0,101.0,838.0,,,33902.0,A+,866.0,798398
2020-07-21,WI,47836.0,750562.0,354.0,4194.0,101.0,838.0,,,33902.0,A+,866.0,798398
2020-07-21,WV,5199.0,235127.0,77.0,,33.0,,16.0,,3546.0,B,101.0,240326
2020-07-21,WY,2238.0,41927.0,13.0,146.0,,,,,1694.0,B,25.0,44165
2020-07-20,AK,2414.0,173172.0,29.0,,,,0.0,,712.0,A,18.0,175586
2020-07-20,AL,68891.0,524897.0,1571.0,8368.0,,994.0,,528.0,29736.0,B,1291.0,593788
2020-07-20,AR,33927.0,398889.0,471.0,2202.0,,,111.0,309.0,26397.0,A+,357.0,432816
2020-07-20,AS,0.0,1037.0,,,,,,,,C,0.0,1037
2020-07-20,AZ,145183.0,648340.0,3084.0,6698.0,886.0,,622.0,,18518.0,A+,2784.0,793523
2020-07-20,CA,391538.0,6022783.0,8419.0,,2157.0,,,,,B,7694.0,6414321
2020-07-20,CO,40142.0,402027.0,397.0,6032.0,,,,,4969.0,A,1615.0,442169
2020-07-20,CT,48055.0,614741.0,54.0,10654.0,,,,,8466.0,B,4406.0,662796
2020-07-20,DC,11339.0,140401.0,83.0,,19.0,,12.0,,1909.0,A+,579.0,151740
2020-07-20,DE,13519.0,139476.0,47.0,,9.0,,,,7362.0,A+,523.0,152995
2020-07-20,FL,360394.0,2691712.0,9489.0,21605.0,,,,,,A,5183.0,3052106
2020-07-20,GA,145575.0,1128206.0,3183.0,15047.0,,2829.0,,,,A,3176.0,1273781
2020-07-20,GU,319.0,18252.0,3.0,,,,,,235.0,B,5.0,18571
2020-07-20,HI,1381.0,104575.0,33.0,150.0,,,,,1043.0,D,24.0,105956
2020-07-20,HI,1381.0,104575.0,33.0,150.0,,,,,1043.0,D,24.0,105956
2020-07-20,IA,39166.0,379378.0,221.0,,76.0,,30.0,,28024.0,A+,797.0,418544
2020-07-20,ID,14873.0,133015.0,224.0,600.0,33.0,181.0,,,4149.0,A,119.0,147888
2020-07-20,IL,163923.0,2116361.0,1410.0,,308.0,,133.0,,,A,7494.0,2280284
2020-07-20,IN,57206.0,578454.0,805.0,7941.0,248.0,1691.0,85.0,,41322.0,A+,2825.0,635660
2020-07-20,KS,23334.0,238197.0,,1497.0,111.0,439.0,21.0,162.0,1016.0,A,307.0,261531
2020-07-20,KY,23414.0,470740.0,542.0,2882.0,114.0,1035.0,,,6876.0,B,671.0,494154
2020-07-20,LA,94892.0,1008032.0,1508.0,,,,192.0,,53288.0,B,3572.0,1102924
2020-07-20,MA,113789.0,937492.0,483.0,11722.0,67.0,,38.0,,95390.0,A+,8433.0,1051281
2020-07-20,MD,78685.0,670594.0,463.0,11897.0,136.0,,,,5344.0,A,3382.0,749279
2020-07-20,ME,3711.0,135511.0,12.0,375.0,10.0,,4.0,,3159.0,A+,117.0,139222
2020-07-20,MI,82395.0,1424394.0,680.0,,210.0,,102.0,,55162.0,A+,6373.0,1506789
2020-07-20,MI,82395.0,1424394.0,680.0,,210.0,,102.0,,55162.0,A+,6373.0,1506789
2020-07-20,MN,47107.0,820303.0,247.0,4678.0,115.0,1397.0,,,40742.0,A,1585.0,867410
2020-07-20,MO,33624.0,538288.0,875.0,,,,86.0,,,B,1132.0,571912
2020-07-20,MP,37.0,11055.0,,4.0,,,,,29.0,D,2.0,11092
2020-07-20,MS,43889.0,346086.0,1119.0,3766.0,284.0,,143.0,,30315.0,A,1358.0,389975
2020-07-20,MT,2621.0,136421.0,48.0,167.0,,,,,1334.0,C,39.0,139042
2020-07-20,NC,101046.0,1322842.0,1086.0,,,,,,78707.0,A,1642.0,1423888
2020-07-20,ND,5126.0,130852.0,47.0,305.0,,,,,4219.0,D,82.0,135978
2020-07-20,NE,22583.0,212313.0,121.0,1482.0,,,,,17112.0,B,301.0,234896
2020-07-20,NH,6203.0,137175.0,17.0,673.0,,193.0,,,5251.0,B,398.0,143378
